1532637297.836263,9.38,1.9,1807262134
1532637482.328763,9.61,1.98,1807262138
1532638832.011199,7.21,0.8,1807262200
1532640604.268242,6.81,0.0,1807262230
1532642405.478369,8.17,0.76,1807262300
1532644203.447693,8.2,1.47,1807262330
1532646004.184357,9.79,2.66,1807270000
1532647805.467578,9.85,3.38,1807270030
1532649603.488667,10.25,5.4,1807270100
1532651403.932235,9.78,5.23,1807270130
1532653203.622623,9.96,5.26,1807270200
1532655004.359723,9.78,5.48,1807270230
1532656804.328461,9.58,5.48,1807270300
1532658603.956009,9.52,5.48,1807270330
1532660403.649962,9.89,5.33,1807270400
1532662203.556472,9.75,5.43,1807270430
1532664003.650318,10.35,5.47,1807270500
1532665803.750607,10.36,5.47,1807270530
1532667603.931621,10.36,5.31,1807270600
1532669404.359429,9.82,5.47,1807270630
1532671203.965899,9.66,5.38,1807270700
1532673004.319535,10.34,5.38,1807270730
1532674804.012224,10.23,5.32,1807270800
1532676604.023806,9.13,4.93,1807270830
1532678404.111264,10.35,4.22,1807270900
1532680203.605842,9.18,5.36,1807270930
1532682004.090932,9.83,5.12,1807271000
1532683804.208152,10.36,5.07,1807271030
1532685603.961344,8.87,4.46,1807271100
1532687403.654897,9.82,5.1,1807271130
1532689204.250181,10.34,5.3,1807271200
1532691003.781944,9.56,5.4,1807271230
1532692804.193977,10.21,5.42,1807271300
1532694604.149204,10.32,5.29,1807271330
1532696403.422031,10.38,3.98,1807271400
1532698203.964238,10.07,2.49,1807271430
1532700004.377064,10.3,3.76,1807271500
1532701804.379102,10.09,1.64,1807271530
1532703604.158395,10.32,3.12,1807271600
1532705404.371018,10.36,3.13,1807271630
1532707203.751892,10.25,5.34,1807271700
1532709003.519919,10.19,3.24,1807271730
1532710803.663713,8.88,2.57,1807271800
1532712603.814536,10.27,3.88,1807271830
1532714404.144168,9.48,2.33,1807271900
1532716203.488323,10.09,4.65,1807271930
1532718004.042252,10.31,3.17,1807272000
1532719803.480819,9.87,2.18,1807272030
1532721603.828322,10.3,0.8,1807272100
1532723404.597017,2.05,0.44,1807272130
1532725203.58014,6.0,0.36,1807272200
1532727003.735112,9.14,1.03,1807272230
1532728803.764659,9.34,0.54,1807272300
1532775603.510479,9.42,0.68,1807281200
1532777404.186066,9.75,3.11,1807281230
1532779204.77448,10.07,3.06,1807281300
1532781026.048101,10.16,3.5,1807281330
1532782804.230326,9.89,3.37,1807281400
1532784604.328149,10.35,5.23,1807281430
1532786404.006787,9.54,3.69,1807281500
1532788204.142109,9.36,2.9,1807281530
1532790004.120173,9.96,2.72,1807281600
1532791804.302258,9.75,3.11,1807281630
1532793603.736314,8.65,4.38,1807281700
1532795403.495541,10.38,3.86,1807281730
1532797203.679331,9.3,3.41,1807281800
1532799004.11381,9.01,4.29,1807281830
1532800803.772329,1.14,0.0,1807281900
1532802604.028627,9.26,3.68,1807281930
1532804404.303511,10.35,2.9,1807282000
1532806203.481585,10.34,2.29,1807282030
1532808004.043887,10.37,4.03,1807282100
1532809804.118607,10.37,3.13,1807282130
1532811603.925336,9.82,2.46,1807282200
1532813403.769749,4.5,0.47,1807282230
1532815204.522692,2.41,0.73,1807282300
1532817005.305443,8.24,0.34,1807282330
1532818803.621894,9.28,1.53,1807290000
1532820603.639202,10.31,3.81,1807290030
1532822404.008644,9.75,5.26,1807290100
1532824204.055741,10.14,5.45,1807290130
1532826003.823285,10.35,5.44,1807290200
1532827804.026078,9.22,5.46,1807290230
1532829603.530766,9.45,5.46,1807290300
1532831403.656322,10.37,5.03,1807290330
1532833203.533832,10.32,5.43,1807290400
1532835004.043245,10.3,5.5,1807290430
1532836804.026196,10.3,5.42,1807290500
1532838603.86039,10.36,5.46,1807290530
1532840404.399481,10.37,5.43,1807290600
1532842204.240363,10.36,5.42,1807290630
1532844004.192745,10.33,5.47,1807290700
1532845803.504254,10.26,5.41,1807290730
1532847603.782615,9.79,5.47,1807290800
1532849403.603372,10.4,5.37,1807290830
1532851204.130095,8.97,3.3,1807290900
1532853004.152516,9.83,3.96,1807290930
1532854804.299264,3.28,0.0,1807291000
1532856603.79977,9.94,5.5,1807291030
1532858403.933594,10.35,5.36,1807291100
1532860203.814652,10.13,4.48,1807291130
1532862003.785139,9.97,4.16,1807291200
1532863803.771012,10.3,3.5,1807291230
1532865604.187236,10.35,4.89,1807291300
1532867403.58657,3.98,0.0,1807291330
1532869203.665249,9.72,4.53,1807291400
1532871003.531659,8.61,3.59,1807291430
1532872803.949118,10.32,4.45,1807291500
1532874604.191116,9.55,4.93,1807291530
1532876403.953033,10.08,5.25,1807291600
1532878204.004268,10.36,2.48,1807291630
1532880004.30263,10.39,2.92,1807291700
1532881803.646916,2.64,0.0,1807291730
1532883603.765642,10.0,3.6,1807291800
1532885405.300948,9.15,3.97,1807291830
1532887204.201602,5.77,2.73,1807291900
1532889004.906246,10.04,5.19,1807291930
1532890803.535054,9.56,0.66,1807292000
1532892603.892504,10.29,0.51,1807292030
1532894403.917836,5.95,0.54,1807292100
1532896203.910636,3.37,0.37,1807292130
1532898003.744033,9.97,2.83,1807292200
1532899804.054805,10.28,2.05,1807292230
1532901604.21052,10.01,0.15,1807292300
1532903403.692909,6.76,0.76,1807292330
1532905204.042681,9.87,2.5,1807300000
1532907003.592884,10.32,3.2,1807300030
1532908804.326405,10.35,3.98,1807300100
1532910603.530867,9.53,5.35,1807300130
1532912403.752337,9.89,5.48,1807300200
1532914204.398986,4.75,0.0,1807300230
1532916003.959689,10.4,5.16,1807300300
1532917803.529652,8.95,4.76,1807300330
1532919604.252679,10.31,5.45,1807300400
1532921403.688396,10.07,5.2,1807300430
1532923203.483935,10.38,5.16,1807300500
1532925004.341549,10.0,5.43,1807300530
1532926804.353469,10.35,5.48,1807300600
1532928604.235963,10.4,5.5,1807300630
1532930404.160985,10.34,4.7,1807300700
1532932203.577184,9.62,4.22,1807300730
1532934003.597381,3.21,0.0,1807300800
1532935804.137162,10.09,4.99,1807300830
1532937603.735792,9.83,3.44,1807300900
1532939404.016621,9.67,3.31,1807300930
1532941204.272087,9.58,3.52,1807301000
1532943004.322574,10.33,5.37,1807301030
1532944496.333321,9.43,4.51,1807301054
1532944803.537113,9.47,4.71,1807301100
1532946604.400077,9.62,2.35,1807301130
1532948403.980941,10.35,5.36,1807301200
1532950204.093709,10.4,4.79,1807301230
1532952004.394473,9.68,4.0,1807301300
1532953803.635591,10.04,3.54,1807301330
1532955603.633474,10.38,3.08,1807301400
1532957403.491076,9.16,4.09,1807301430
1532959204.531742,9.47,3.02,1807301500
1532961003.624696,9.49,2.05,1807301530
1532962803.959,9.89,2.44,1807301600
1532964604.060443,10.36,2.14,1807301630
1532966403.618962,9.39,3.14,1807301700
1532968906.757371,10.2,2.5,1807301741
1532969168.338789,10.31,2.79,1807301746
1532970004.283141,9.95,3.17,1807301800
1532971803.717031,8.28,0.92,1807301830
1532973603.837799,9.38,2.03,1807301900
1532975403.554788,9.9,2.36,1807301930
1532977204.055656,9.98,1.83,1807302000
1532979003.853882,8.99,0.84,1807302030
1532980804.17957,10.28,1.81,1807302100
1532982603.554082,10.02,1.04,1807302130
1532984403.706907,10.29,1.76,1807302200
1532986205.196903,8.37,0.84,1807302230
1532988003.502123,8.74,0.89,1807302300
1532989803.597695,9.9,1.96,1807302330
1532991604.252698,9.2,2.07,1807310000
1532993404.24835,9.51,2.07,1807310030
1532995204.392672,10.39,2.88,1807310100
1532997003.832,10.43,8.79,1807310130
1532998804.252059,10.36,9.14,1807310200
1533000603.555244,10.35,8.59,1807310230
1533002404.029544,10.36,8.92,1807310300
1533004203.809111,9.98,8.5,1807310330
1533006004.042567,10.36,10.17,1807310400
1533007804.394211,10.36,10.02,1807310430
1533009603.441059,9.75,10.5,1807310500
1533011403.814133,10.34,10.33,1807310530
1533013204.145728,10.37,10.69,1807310600
1533015003.648437,10.34,10.58,1807310630
1533016803.619022,9.78,10.09,1807310700
1533018604.365429,10.0,9.15,1807310730
1533020404.096216,9.48,9.0,1807310800
1533022203.471613,10.36,6.02,1807310830
1533024003.793982,10.35,6.84,1807310900
1533025804.311782,10.42,5.7,1807310930
